Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition
244,451950,60,4,97,13478,1,1,16,3,1,6,10,5,2008,2,6,4,420,1,5,3,1,2,3,1338,384,1,2,5,1728,568,1,0,2,1,3,1,10,1,3,4,2008,2,842,3,382,274,6,2009,4,5
245,319000,20,4,69,11302,1,5,22,3,1,3,8,5,2006,2,13,2,238,3,5,3,3,2,3,1422,392,1,2,5,1826,0,1,0,2,0,3,3,7,1,5,2,2005,1,758,3,180,75,8,2006,7,6
246,194201,120,4,53,3922,4,5,1,3,5,3,7,5,2007,2,13,2,72,3,5,3,1,1,6,0,1258,1,2,5,1402,0,0,2,0,2,2,3,7,1,3,2,2006,1,648,3,120,16,2,2007,7,6
247,217500,20,4,80,12984,4,5,7,3,1,3,5,6,1977,2,10,2,459,4,5,2,3,3,1,1283,0,1,2,5,1647,0,1,0,2,0,3,3,7,1,5,2,1977,1,621,3,0,0,3,2006,9,5
248,151000,160,5,24,1950,4,5,2,3,4,6,6,6,1980,2,9,3,0,4,3,2,3,4,4,81,23,5,2,5,716,840,1,0,2,1,3,4,6,1,5,2,1980,1,452,3,161,0,7,2008,1,5
249,275000,60,4,74,10927,4,5,16,3,1,6,8,5,2005,2,13,2,280,3,5,3,3,1,3,546,512,1,2,5,1058,846,1,0,2,1,3,1,8,1,3,4,2003,1,736,3,179,60,6,2006,9,5
250,141000,50,5,50,9000,4,5,10,3,1,1,6,6,1950,2,14,3,0,4,3,3,4,4,6,0,780,5,2,5,780,595,0,0,1,1,3,3,6,1,3,6,1979,3,544,2,0,162,12,2007,9,5
251,220000,60,4,80,10041,1,5,20,3,1,6,8,5,1992,2,7,3,0,3,5,3,3,3,3,789,119,1,2,5,927,988,1,0,2,1,3,3,8,1,5,2,1992,1,506,3,120,150,2,2006,9,1
252,221000,20,4,88,12803,1,5,6,3,1,3,7,5,2002,2,13,2,99,3,5,3,3,3,3,922,572,1,2,5,1494,0,1,0,2,0,3,3,6,1,5,2,2002,2,530,3,192,36,9,2008,9,5
253,205000,60,4,85,13600,4,5,13,3,1,6,7,6,1990,2,7,2,176,4,5,2,4,4,2,454,314,5,2,5,1186,800,0,0,2,1,3,4,7,3,2,2,1965,3,486,3,0,42,10,2009,9,5
254,359100,70,4,78,12168,4,5,7,3,1,6,8,6,1998,2,4,3,0,4,5,3,3,3,2,428,537,5,2,5,1940,1254,0,0,2,1,4,4,10,2,3,3,1934,3,380,3,0,0,9,2007,9,3
255,314813,20,4,90,11694,4,5,16,3,1,3,9,5,2007,4,6,2,452,1,5,3,1,1,3,48,1774,1,2,5,1828,0,0,0,2,0,3,3,9,1,3,2,2007,3,774,3,0,108,7,2007,7,6
256,305000,60,4,85,12244,4,5,24,3,1,6,8,5,2003,4,13,4,226,3,5,3,3,2,3,871,611,1,2,5,1482,780,1,0,2,1,4,3,10,2,3,2,2003,1,749,3,168,0,8,2008,9,5
257,240000,60,4,90,10800,4,5,17,3,1,6,6,7,1997,2,7,3,0,4,5,2,4,4,1,956,384,5,2,5,1548,1066,0,0,2,1,4,4,9,1,5,2,1974,2,624,3,38,243,6,2008,9,5
258,165150,60,4,80,10400,4,5,17,3,1,6,6,5,1972,2,13,3,288,4,5,2,4,4,5,247,485,3,2,5,1012,778,1,0,1,2,4,4,8,1,5,2,1972,2,484,3,148,0,11,2006,9,5
259,153000,80,4,80,9600,4,5,13,3,1,8,6,6,1972,2,1,2,164,4,5,2,4,1,2,674,350,1,2,5,1520,0,1,0,1,0,3,4,7,2,3,3,1955,2,364,3,0,0,3,2010,9,5
260,135000,60,4,70,11606,1,5,13,3,1,6,5,5,1969,2,10,2,192,4,5,3,3,1,5,650,390,5,2,5,1040,1040,0,1,1,2,5,2,9,2,5,2,1969,3,504,3,335,0,9,2007,9,4
261,209500,120,4,34,4590,4,5,16,3,4,3,8,5,2006,2,13,4,108,3,5,3,3,3,3,24,1530,1,2,5,1554,0,0,0,2,0,2,3,6,1,3,2,2006,2,627,3,156,73,8,2007,9,5
262,82500,20,4,85,11900,4,5,17,3,1,3,7,5,1977,4,10,2,209,4,3,2,4,4,1,822,564,5,2,5,1411,0,0,0,2,0,3,4,6,1,5,2,1977,1,544,3,192,0,4,2009,9,4
263,264561,120,4,53,3982,4,5,1,3,5,3,8,5,2006,4,13,3,0,3,5,3,3,1,3,1154,366,1,2,5,1567,0,1,0,2,0,1,1,7,1,3,2,2006,1,648,3,312,0,10,2006,7,6
264,274000,120,4,62,12677,1,5,16,3,5,3,8,5,2004,4,9,2,472,1,5,3,1,2,3,1218,300,1,2,5,1518,0,0,0,1,1,1,1,6,1,3,2,2003,2,588,3,185,140,4,2008,9,5
265,345000,80,4,75,13860,4,5,13,3,1,8,8,7,1995,2,10,3,0,3,5,2,3,2,3,1410,542,3,2,5,2000,704,1,0,2,1,4,1,9,3,5,2,1972,1,538,3,269,111,7,2009,9,5
266,370878,20,2,85,9187,4,5,21,3,1,3,9,5,2009,2,6,4,162,1,5,3,1,3,3,1121,645,1,2,5,1766,0,1,0,2,1,2,1,7,1,3,2,2009,1,478,3,195,130,10,2009,7,6
267,155000,20,4,85,10452,1,5,8,3,1,3,6,5,1953,4,14,4,216,4,5,2,4,3,5,500,594,1,2,5,1094,0,0,0,1,0,3,4,5,2,3,2,1953,2,495,3,0,0,6,2008,9,5
268,155000,60,4,70,7700,4,5,13,5,1,6,6,5,1966,2,9,2,351,4,5,2,4,4,6,0,756,5,2,5,1051,788,0,0,1,1,4,4,7,1,5,2,1966,3,442,3,0,124,6,2010,9,5
269,108000,70,4,60,9084,4,5,8,1,1,6,4,5,1950,2,9,3,0,4,5,2,4,3,6,0,755,5,2,5,755,755,1,0,1,0,4,4,7,1,3,6,1940,3,296,2,120,0,10,2009,9,5
270,191000,60,4,70,8750,4,5,6,3,1,6,7,5,1996,2,13,3,0,3,5,3,3,4,6,0,880,1,2,5,909,807,0,0,2,1,2,3,7,1,5,2,1996,2,512,3,0,120,7,2009,9,5
271,350000,20,4,91,10437,1,5,14,3,1,3,8,6,1995,4,9,2,660,3,3,3,3,2,3,1696,413,1,2,5,2113,0,1,0,2,1,2,3,7,1,5,2,1995,1,839,3,236,46,8,2008,9,5
272,149000,70,4,60,7200,4,5,7,3,1,6,7,6,2000,2,12,3,0,4,2,1,3,4,6,0,776,5,2,5,851,651,0,0,1,1,3,4,6,1,3,2,1931,2,270,2,0,0,2,2008,9,5
273,97500,50,4,78,17503,4,5,13,1,1,1,6,5,1950,2,13,3,0,4,5,2,4,4,6,0,912,5,2,5,912,546,0,1,1,0,3,4,6,1,3,2,1948,3,330,3,192,0,1,2010,9,1
274,402000,60,4,52,46589,2,2,14,3,1,6,8,7,2005,4,13,2,528,3,5,3,3,4,3,1361,88,1,2,5,1686,762,1,0,2,1,4,3,8,1,5,2,1994,2,711,3,517,76,7,2009,9,5
275,110000,20,4,120,13560,4,1,13,3,1,3,6,3,1968,4,14,2,216,4,5,2,2,4,6,0,1392,3,2,5,1392,0,1,0,1,0,2,4,5,2,5,2,1968,2,576,3,0,0,7,2009,9,5
276,423000,20,4,49,20896,2,2,21,7,1,3,8,5,2006,2,13,3,0,3,5,3,1,3,3,1721,356,1,2,5,2097,0,1,0,1,1,1,1,8,1,1,2,2005,1,1134,3,192,267,1,2006,7,6
277,230500,60,4,106,11194,1,1,9,3,1,6,8,5,2000,2,13,2,40,3,5,3,3,4,6,0,1406,1,2,5,1454,482,0,0,2,1,3,3,7,1,5,2,2000,2,504,3,188,124,11,2006,9,5
278,193500,20,4,65,8125,4,5,20,3,1,3,6,5,1998,2,7,2,258,4,5,3,3,4,3,1138,270,1,2,5,1679,0,1,0,2,0,3,3,7,1,2,2,1994,2,575,3,224,42,10,2008,9,5
279,137500,30,4,80,11600,4,5,7,3,1,3,4,5,1950,2,9,3,0,4,5,1,2,4,6,0,700,1,2,5,1180,0,0,0,1,0,2,2,5,1,3,6,1922,3,252,3,0,0,7,2006,9,5
280,257500,20,4,110,14442,4,5,7,3,1,3,6,7,2004,4,6,2,106,4,5,3,4,4,3,1186,291,1,2,5,1839,0,1,0,2,0,3,3,7,2,5,2,1957,1,416,3,0,87,6,2007,9,5
281,140000,20,4,80,9200,4,5,13,3,1,3,6,6,1965,2,7,3,0,4,5,2,4,4,5,892,244,5,2,5,1136,0,1,0,1,0,3,4,5,1,3,2,1965,2,384,3,426,0,7,2008,9,5
282,148500,160,4,24,2289,4,5,15,3,4,6,6,6,1978,2,10,3,0,4,5,2,4,4,1,311,544,5,2,5,855,586,0,0,2,1,3,4,7,1,5,2,1978,3,440,3,28,0,4,2009,9,5
283,372500,20,4,80,11844,1,5,22,3,1,3,8,5,2008,4,13,4,464,3,5,3,1,3,6,0,2046,1,2,5,2046,0,0,0,2,1,3,3,7,1,3,2,2008,1,834,3,322,82,7,2009,7,6
284,143000,120,4,50,8012,4,5,20,3,5,3,6,5,1980,2,10,3,0,4,5,2,3,4,2,543,261,5,2,5,923,0,0,0,2,0,2,4,5,1,5,2,1980,2,264,3,80,0,5,2010,9,5
285,285000,20,4,90,11248,1,1,6,3,1,3,9,5,2002,4,13,4,215,3,5,3,3,1,3,1059,567,1,2,5,1668,0,1,0,2,0,3,3,7,1,5,2,2002,1,702,3,257,45,7,2007,9,5
286,392000,20,4,60,8089,4,5,22,3,1,3,8,6,2007,2,9,2,0,3,5,3,3,1,3,945,474,1,2,5,1419,0,1,0,2,0,2,3,7,1,3,2,2007,2,567,3,140,0,10,2007,7,6
287,194700,120,4,61,7577,1,1,16,3,5,3,6,5,2006,2,13,4,256,3,5,3,3,1,1,20,1342,1,2,5,1362,0,0,0,2,0,2,3,6,1,3,2,2005,2,460,3,192,28,6,2007,9,5
288,755000,60,4,104,21535,1,1,14,3,1,6,10,6,1995,2,7,2,1170,1,5,3,1,2,3,1455,989,1,2,5,2444,1872,0,1,3,1,4,1,10,2,1,2,1994,1,832,3,382,50,1,2007,9,5
289,335000,60,4,42,26178,1,5,24,3,1,6,7,5,1990,4,9,2,293,3,5,3,3,2,3,965,245,1,2,5,1238,1281,1,0,2,1,4,3,9,2,3,2,1989,2,628,3,320,27,4,2006,9,5
290,176000,20,4,54,13811,1,5,24,3,1,3,6,6,1987,2,7,2,72,4,5,2,3,4,3,980,92,3,2,5,1137,0,1,0,2,0,2,3,5,1,5,2,1987,3,551,3,125,0,7,2006,9,5
291,138500,20,4,65,8450,4,5,19,6,1,3,5,8,2009,2,9,3,0,4,3,2,4,4,3,553,224,1,2,5,894,0,1,0,1,0,3,4,5,1,3,6,1973,3,336,3,416,144,4,2010,9,5
292,312500,20,4,85,14331,4,5,24,3,1,3,8,5,2002,4,13,2,630,3,5,3,1,2,3,1274,526,1,2,5,1800,0,1,0,2,0,3,3,7,1,3,2,2002,1,765,3,270,78,5,2006,9,5
293,361919,60,4,82,12438,1,5,22,3,1,6,8,5,2006,4,13,2,466,1,5,3,1,4,6,0,1234,1,2,5,1264,1312,0,0,2,1,4,1,10,1,3,4,2006,1,666,3,324,100,7,2006,7,6
294,140000,190,5,76,7630,4,5,18,2,2,6,5,9,1996,2,14,3,0,4,3,1,3,4,6,0,360,3,2,5,1032,780,0,0,2,0,4,3,8,1,4,6,1999,3,672,1,344,0,5,2010,9,5
295,254000,120,4,48,6240,4,5,16,3,5,3,8,5,2006,4,9,2,176,3,5,3,3,4,3,863,461,1,2,5,1324,0,1,0,2,0,2,3,6,1,3,2,2006,1,550,3,192,38,12,2009,9,5
296,179540,60,4,65,9018,1,5,9,3,1,6,7,5,2007,4,13,3,0,3,5,3,3,1,6,0,728,1,2,5,728,728,0,0,2,1,3,3,8,1,3,2,2007,1,400,3,100,24,7,2007,7,6
297,189000,120,4,40,4671,1,5,22,3,5,3,8,5,1989,2,7,3,0,3,5,3,3,3,3,767,461,3,2,5,1228,0,1,0,2,0,2,3,5,1,3,2,1988,1,472,3,168,120,10,2008,9,5
298,165000,20,4,78,10140,4,5,17,3,1,3,6,5,1974,4,7,2,174,4,5,2,3,4,6,0,1064,5,2,5,1350,0,0,0,2,0,3,4,7,1,5,2,1974,2,478,3,0,0,8,2009,9,5
299,157000,20,4,80,10000,4,5,17,3,1,3,5,6,2000,2,7,3,0,4,5,2,3,4,2,1084,92,3,2,5,1178,0,0,1,1,1,3,3,5,1,2,2,1973,3,439,3,224,0,11,2008,9,5
300,341000,60,4,96,10542,4,5,14,3,1,6,7,5,1994,4,14,2,651,3,5,3,3,2,3,1173,138,1,2,5,1325,1093,1,0,2,1,3,3,9,1,5,2,1993,2,983,3,250,154,8,2008,9,5
301,128500,20,4,69,9920,1,5,6,3,1,3,5,6,1969,2,7,3,0,4,5,2,3,2,1,523,448,5,2,5,971,0,0,0,1,1,3,4,5,1,4,2,1969,3,300,3,0,0,5,2006,9,5
302,320000,20,4,86,13286,1,5,8,3,1,3,9,5,2008,4,6,4,340,1,5,3,1,4,3,1234,464,1,2,5,1698,0,1,0,2,0,3,1,8,1,3,2,2007,1,768,3,327,64,2,2009,9,5
303,236500,120,4,39,5389,1,5,22,3,5,3,8,5,1996,2,6,3,0,3,5,3,3,4,3,1180,415,1,2,5,1616,0,1,0,2,0,2,3,5,1,5,2,1995,2,608,3,237,152,3,2010,9,5
304,187500,80,4,73,9590,1,1,24,3,1,8,7,5,2003,2,13,2,442,3,5,3,1,1,3,786,82,1,2,5,1146,0,1,0,2,0,3,3,6,1,3,2,2003,1,438,3,160,22,5,2007,9,5
305,222500,60,4,75,11404,1,5,6,3,1,6,7,5,1999,2,13,2,202,3,5,3,3,1,1,252,901,1,2,5,1153,878,0,0,2,1,3,3,8,1,5,2,1998,1,541,3,192,84,7,2008,9,5
306,131400,20,4,80,10000,4,1,19,2,1,3,5,6,1983,4,7,3,0,4,5,2,4,4,2,594,270,1,2,5,1144,0,1,0,1,0,3,4,6,1,5,2,1961,2,264,3,165,0,3,2009,9,5
307,163000,75,5,60,10800,4,5,18,3,1,5,7,7,1970,2,14,3,0,4,5,1,3,3,5,390,490,2,1,5,880,888,0,0,1,1,2,4,6,2,5,6,1914,3,320,1,0,341,10,2006,9,5
308,239900,60,4,72,10463,1,2,9,3,1,6,8,5,2005,2,13,3,0,3,5,3,3,4,6,0,893,1,2,5,901,900,0,0,2,1,3,3,8,1,3,2,2005,1,800,3,0,116,6,2006,9,5
309,175000,80,4,70,12886,1,5,19,3,1,8,5,6,1999,2,7,3,0,4,5,2,3,1,1,444,76,1,2,5,1464,0,0,1,2,0,3,4,6,1,5,2,1997,2,480,3,302,0,10,2009,9,5
310,180000,120,4,41,5395,1,5,22,3,5,3,8,5,1993,2,7,3,0,3,5,3,3,4,3,733,604,3,2,5,1337,0,1,0,2,0,2,3,5,1,5,2,1993,2,462,3,96,0,10,2008,9,5
311,265979,70,5,65,11700,1,1,18,3,1,6,7,7,2003,5,12,3,0,3,5,5,4,4,6,0,1240,5,1,5,1320,1320,0,0,1,1,4,3,8,1,3,6,1950,3,864,1,181,0,5,2009,9,5
312,260400,20,4,59,10593,1,5,14,3,1,3,7,5,1996,4,13,2,338,3,5,3,3,4,3,919,801,1,2,5,1720,0,1,0,2,0,3,3,7,1,5,2,1996,1,527,3,240,56,3,2010,9,5
313,275500,60,4,80,10240,4,5,16,3,1,6,8,5,2005,2,13,2,178,3,5,3,3,3,6,0,1030,3,2,5,1038,1060,0,0,2,1,3,1,8,1,3,2,2005,2,878,3,192,52,3,2006,9,5
314,290000,60,4,65,12257,1,5,14,3,1,6,8,5,1995,2,13,2,513,3,5,3,3,1,4,56,1198,1,2,5,1328,1203,0,0,2,1,4,3,9,1,5,2,1995,2,752,3,222,98,11,2007,9,5
315,337000,60,4,82,9430,4,5,14,3,1,6,8,5,1999,2,13,2,673,3,5,3,3,3,3,1163,89,1,2,5,1268,1097,1,0,2,1,3,3,8,1,3,2,1999,2,856,3,0,128,7,2009,9,5
316,270000,120,4,30,9549,1,2,25,3,5,3,8,5,1996,4,4,3,0,3,3,3,3,1,4,437,0,1,2,5,1494,0,1,0,1,1,2,1,6,1,3,2,1995,1,481,3,0,30,4,2006,9,5
317,264132,20,4,75,14587,1,5,21,3,1,3,9,5,2008,2,13,4,284,3,5,3,3,4,6,0,1498,1,2,5,1506,0,0,0,2,0,2,1,6,1,3,2,2008,1,592,3,0,174,8,2008,7,6
318,196500,60,4,80,10421,4,5,17,3,1,6,7,5,1988,2,7,2,42,4,5,2,3,4,3,394,586,5,2,5,980,734,0,0,2,1,3,4,7,1,5,2,1988,3,496,3,228,66,3,2010,9,5
319,216837,20,4,70,9100,4,5,6,3,1,3,7,5,2005,4,13,3,0,3,5,3,3,4,3,24,1836,1,2,5,1836,0,0,0,2,0,3,3,8,1,3,2,2004,1,484,3,120,33,10,2006,9,5
320,538000,60,4,47,53504,2,2,22,3,1,6,8,5,2003,4,6,2,603,1,5,3,3,2,1,1416,234,1,2,5,1690,1589,1,0,3,1,4,1,12,1,3,4,2003,1,841,3,503,36,6,2010,9,5
321,107000,80,4,94,7819,4,5,8,3,1,8,6,5,1976,2,10,3,0,4,5,2,4,1,1,422,480,5,2,5,1117,0,1,0,1,0,3,4,6,1,5,6,1976,3,672,3,144,0,3,2010,9,1
322,395000,20,4,110,14226,4,1,16,3,1,3,8,5,2006,4,13,2,375,3,5,3,3,1,6,0,1935,3,2,5,1973,0,0,0,2,0,3,3,9,1,3,2,2006,1,895,3,315,45,7,2007,7,6
323,142500,20,4,100,13350,1,5,19,3,1,3,5,5,1974,4,7,3,0,4,5,2,4,4,1,762,102,5,2,5,894,0,1,0,1,0,3,4,5,1,2,2,1974,3,440,3,241,0,6,2006,9,5
324,176000,20,4,63,7875,4,5,9,3,1,3,7,5,1996,2,7,2,38,4,5,3,3,4,6,0,1237,3,2,5,1253,0,0,0,2,0,3,4,6,1,5,2,1995,1,402,3,220,21,6,2007,9,5
325,160200,120,4,43,3182,4,5,1,3,5,3,7,5,2006,2,13,2,11,3,5,3,3,4,3,16,1129,1,2,5,1145,0,0,0,2,0,2,3,5,1,3,2,2005,1,397,3,100,16,9,2009,9,5
326,269790,60,4,92,9920,1,2,14,3,1,6,7,5,1997,2,9,3,0,3,5,3,3,1,3,862,255,1,2,5,1127,886,1,0,2,1,3,4,8,1,5,2,1997,3,455,3,180,130,6,2007,9,5
327,171000,60,4,70,8400,4,5,20,3,1,6,6,6,1981,2,7,2,130,4,5,2,3,4,6,0,650,5,2,5,888,676,0,0,2,1,3,4,7,1,5,2,1980,3,476,3,0,50,4,2010,9,5
328,143500,20,4,71,8197,4,5,19,3,1,3,6,5,1977,2,10,2,148,4,5,2,4,4,6,0,660,1,2,5,1285,0,0,0,1,1,3,4,7,1,5,2,1977,2,528,3,138,0,4,2007,9,5
329,485000,60,4,104,13518,4,5,16,3,1,6,9,5,2009,4,13,4,860,1,5,3,1,4,6,0,1926,1,2,5,1966,1174,0,0,3,1,4,1,11,2,3,4,2009,1,820,3,144,78,7,2009,7,6
330,175000,50,4,60,7200,4,1,23,2,1,1,5,7,1950,2,14,2,252,4,5,1,3,4,1,569,162,1,2,5,981,787,1,0,1,1,3,3,7,2,5,6,1939,3,240,3,0,0,6,2007,9,5
331,189000,60,4,63,8199,4,5,6,3,1,6,7,5,2005,2,15,3,0,3,5,3,3,1,3,648,80,1,2,5,728,728,1,0,2,1,3,3,7,1,3,2,2005,1,410,3,36,18,10,2008,9,5
332,582933,60,4,107,13891,4,5,16,3,1,6,9,5,2009,4,13,4,424,1,5,3,1,2,6,0,1734,1,2,5,1734,1088,0,0,3,1,4,1,12,1,3,4,2009,2,1020,3,52,170,1,2009,7,6
333,223500,70,4,144,21384,4,5,4,3,1,6,5,6,2004,2,14,3,0,4,5,2,4,2,3,1309,15,1,2,5,1072,504,2,0,1,1,3,3,6,1,5,2,1923,2,528,3,0,312,5,2009,9,5
334,159950,80,4,85,13400,4,5,13,3,1,8,5,5,1966,2,13,2,1047,4,5,2,4,1,1,516,380,5,2,5,1086,0,1,0,1,0,3,4,6,1,3,2,1966,2,484,3,0,0,6,2006,9,5
335,181000,20,4,78,10140,4,5,17,3,1,3,6,6,1999,4,7,2,99,4,5,2,4,4,1,663,0,2,2,5,1309,0,1,0,1,1,3,3,5,1,2,2,1974,2,484,3,265,0,1,2006,9,5
336,224000,120,4,44,6371,1,5,16,3,5,3,7,5,2010,2,13,4,128,3,5,3,3,3,3,733,625,1,2,5,1358,0,1,0,2,0,2,3,6,1,3,2,2010,2,484,3,192,35,6,2010,7,6
337,139500,50,4,60,9900,4,5,23,3,1,1,6,7,1950,2,13,3,0,4,5,1,4,4,6,0,778,5,2,5,944,545,0,0,2,0,3,4,7,1,3,6,1940,3,240,3,335,0,7,2009,9,5
338,232600,20,2,81,11216,4,5,21,3,1,3,8,5,2006,2,13,3,0,3,5,3,3,4,6,0,1489,1,2,5,1489,0,0,0,2,0,3,3,7,1,3,2,2006,2,776,3,0,140,6,2006,7,6
339,385000,20,4,114,14803,4,5,16,5,1,3,10,5,2008,4,6,2,816,1,5,3,1,1,3,1636,442,1,2,5,2084,0,1,0,2,0,2,1,7,1,3,2,2007,1,1220,3,188,45,6,2008,7,6
340,189000,20,4,65,8529,1,5,20,3,1,3,7,5,2001,2,13,3,0,3,5,3,3,4,3,20,1434,1,2,5,1434,0,0,0,2,0,3,3,6,1,5,2,2001,2,527,3,290,39,4,2009,9,5
341,166000,20,4,80,11900,1,1,13,3,1,3,6,5,1957,2,7,2,387,4,5,2,4,4,5,1040,352,5,2,1,1392,0,1,0,1,1,3,4,6,2,3,2,1957,2,458,3,0,0,6,2008,9,5
342,237000,60,4,44,9548,1,2,6,3,1,6,7,6,2003,2,13,2,223,3,5,3,3,4,3,483,458,1,2,5,941,888,1,0,2,1,3,3,7,1,5,2,2003,2,613,3,192,39,1,2010,9,5
343,157500,70,5,60,10440,4,5,18,3,1,6,5,8,2002,2,9,3,0,4,5,3,4,4,6,0,650,3,2,5,958,581,0,0,2,0,3,3,8,1,4,6,1983,3,686,2,70,78,6,2008,9,5
344,153900,50,5,100,12665,1,5,18,1,1,1,5,8,1950,2,14,3,0,4,5,1,4,3,6,0,876,3,2,5,876,540,0,0,1,1,4,4,7,1,3,6,1949,3,720,3,418,0,6,2008,9,5
345,213000,60,4,75,9317,4,5,20,3,1,6,7,5,1993,2,7,2,137,3,5,3,3,4,1,513,227,1,2,5,1006,769,1,0,2,1,3,3,7,1,5,2,1993,3,425,3,234,72,7,2009,9,5
346,133500,20,4,36,15523,1,2,6,3,1,3,5,6,1972,2,7,3,0,4,5,2,4,1,2,460,404,1,2,5,864,0,1,0,1,0,3,4,5,1,2,2,1972,3,338,3,0,0,8,2009,9,5
347,240000,50,4,75,45600,2,5,5,3,1,1,6,8,1997,2,14,3,0,4,5,1,4,4,6,0,907,5,2,5,1307,1051,0,0,3,0,5,4,10,1,3,6,1908,3,360,3,486,40,9,2008,9,5
348,187000,80,4,80,9600,4,3,25,2,1,8,6,7,1994,4,10,2,360,3,3,2,4,4,6,0,528,1,2,5,1094,761,0,0,2,1,3,4,7,1,5,2,1976,2,512,3,113,100,8,2007,9,5
349,164000,75,4,53,7128,4,5,7,3,1,5,7,5,1950,2,9,3,0,4,3,2,4,4,5,364,554,3,2,5,918,728,0,0,2,0,4,4,7,2,3,6,1941,3,240,3,0,0,8,2007,9,5
350,170000,20,4,102,17920,4,5,19,3,1,3,5,4,1974,4,14,3,0,4,5,2,4,3,1,306,372,5,2,5,1779,0,1,0,1,1,3,4,6,1,3,2,1955,3,454,3,0,418,7,2006,9,1
351,174000,60,4,65,8125,4,5,9,3,1,6,6,5,1995,2,7,3,0,4,5,3,3,4,6,0,702,3,2,5,702,779,0,0,2,1,3,4,6,1,5,2,1994,1,343,3,0,36,3,2009,9,5
352,152000,20,4,80,10400,4,5,17,3,1,3,7,5,1976,2,7,2,189,4,5,2,3,4,6,0,1090,5,2,5,1370,0,0,0,2,0,3,4,6,1,5,2,1976,2,479,3,0,0,6,2009,9,4
353,189950,50,4,55,7642,4,1,7,3,1,1,7,8,1998,2,14,3,0,3,5,1,4,4,6,0,912,3,2,5,912,514,0,0,1,1,3,3,7,1,3,6,1925,3,216,3,0,240,6,2007,9,5
354,248900,20,4,67,10656,1,5,24,3,1,3,8,5,2007,2,13,4,274,3,5,3,3,1,6,0,1638,1,2,5,1646,0,0,0,2,0,3,3,6,1,3,2,2007,2,870,3,192,80,11,2007,7,6
355,236000,60,4,80,9938,4,5,20,3,1,6,7,5,1994,2,9,2,246,3,5,3,3,4,3,750,300,1,2,5,1062,887,1,0,2,1,3,3,8,1,5,2,1993,1,574,3,156,90,6,2010,9,5
356,133000,40,4,60,12144,4,5,13,3,1,3,5,7,1950,2,7,3,0,3,5,2,4,4,5,375,457,3,2,5,1036,0,0,0,1,0,3,4,6,1,3,2,1949,3,288,3,0,28,9,2009,9,5
357,303477,60,2,75,9000,4,5,21,3,1,6,8,5,2007,2,6,3,0,3,5,3,3,1,3,64,1120,1,2,5,1184,1426,0,0,2,1,4,1,11,1,3,4,2007,1,550,3,208,364,8,2007,7,6
358,350000,60,4,74,8834,4,5,16,3,1,6,9,5,2005,4,13,4,216,3,5,3,1,4,3,1170,292,1,2,5,1462,762,1,0,2,1,4,1,10,1,3,2,2004,1,738,3,184,0,6,2009,9,5
359,187500,50,4,44,13758,1,2,24,3,1,1,7,5,1991,2,7,2,117,3,3,2,3,3,4,902,254,1,2,5,1187,530,0,0,2,1,3,3,7,1,5,2,1990,2,400,3,168,36,4,2007,9,5
360,328900,120,2,50,5119,1,2,21,3,5,3,9,5,2000,2,9,2,60,3,5,3,1,1,3,1238,460,1,2,5,1709,0,1,0,2,0,2,3,5,1,5,2,1999,1,506,3,97,65,1,2008,6,1
361,268000,20,4,95,15865,1,5,13,3,1,3,8,6,1970,1,14,3,0,3,3,3,4,2,1,351,1043,1,2,5,2217,0,1,0,2,0,4,3,8,1,5,2,1970,3,621,3,81,207,10,2007,9,5
362,149500,20,4,128,12160,4,5,13,2,1,3,6,4,1953,4,14,2,90,4,5,2,4,4,2,1024,481,1,2,5,1505,0,1,0,1,0,2,4,6,1,5,2,1953,2,505,3,0,0,2,2009,9,5
363,122900,50,4,60,8064,4,1,13,1,1,1,5,7,2006,2,9,3,0,4,3,2,4,3,6,0,672,1,2,5,672,252,0,0,1,0,3,4,6,1,4,6,2003,3,576,3,0,0,7,2007,9,5
364,172500,60,4,70,11184,4,5,19,3,1,6,6,5,1978,4,7,2,92,4,5,2,4,4,4,226,192,3,2,5,918,765,0,0,2,1,3,4,7,1,5,2,1978,2,440,3,243,0,7,2009,9,5
365,140000,60,4,71,7056,4,5,13,3,1,6,6,5,1963,4,7,2,415,4,5,2,4,4,2,400,380,5,2,5,983,813,1,0,1,1,4,4,8,1,5,2,1963,2,483,3,0,50,10,2008,9,5
366,611657,20,4,100,12919,1,5,16,3,1,3,9,5,2010,4,13,4,760,1,5,3,1,2,3,2188,142,1,2,5,2364,0,1,0,2,1,2,1,11,2,3,2,2009,1,820,3,0,67,3,2010,7,6
